,lang,file,author,work,part,word count
300,latin,texts/gellius.attic_nights.part.20.tess,gellius,attic_nights,20,4238
301,latin,texts/gellius.attic_nights.part.3.tess,gellius,attic_nights,3,6453
302,latin,texts/gellius.attic_nights.part.4.tess,gellius,attic_nights,4,5875
303,latin,texts/gellius.attic_nights.part.5.tess,gellius,attic_nights,5,6187
304,latin,texts/gellius.attic_nights.part.6.tess,gellius,attic_nights,6,7543
305,latin,texts/gellius.attic_nights.part.7.tess,gellius,attic_nights,7,4519
306,latin,texts/gellius.attic_nights.part.8.tess,gellius,attic_nights,8,411
307,latin,texts/gellius.attic_nights.part.9.tess,gellius,attic_nights,9,5335
308,latin,texts/gellius.attic_nights.part.pr.tess,gellius,attic_nights,,1084
309,latin,texts/glass.washingtonii_vita.tess,glass,washingtonii_vita,,27622
310,latin,texts/horace.ars_poetica.tess,horace,ars_poetica,,4518
311,latin,texts/horace.carmen_saeculare.tess,horace,carmen_saeculare,,541
312,latin,texts/horace.epistles.tess,horace,epistles,,12889
313,latin,texts/horace.epodes.tess,horace,epodes,,4256
314,latin,texts/horace.odes.part.1.tess,horace,odes,1,5719
315,latin,texts/horace.odes.part.2.tess,horace,odes,2,3553
316,latin,texts/horace.odes.part.3.tess,horace,odes,3,6355
317,latin,texts/horace.odes.part.4.tess,horace,odes,4,3733
318,latin,texts/horace.satires.part.1.tess,horace,satires,1,9024
319,latin,texts/horace.satires.part.2.tess,horace,satires,2,9417
320,latin,texts/italicus.ilias_latina.tess,italicus,ilias_latina,,8749
321,latin,texts/jerome.epistulae.tess,jerome,epistulae,,297948
322,latin,texts/jerome.vulgate.part.1.genesis.tess,jerome,vulgate,,28279
323,latin,texts/jerome.vulgate.part.10.2_samuel.tess,jerome,vulgate,,15902
324,latin,texts/jerome.vulgate.part.11.1_kings.tess,jerome,vulgate,,18859
325,latin,texts/jerome.vulgate.part.12.1_chronicles.tess,jerome,vulgate,,16223
326,latin,texts/jerome.vulgate.part.13.2_kings.tess,jerome,vulgate,,17403
327,latin,texts/jerome.vulgate.part.14.2_chronicles.tess,jerome,vulgate,,19583
328,latin,texts/jerome.vulgate.part.15.ezra.tess,jerome,vulgate,,5664
329,latin,texts/jerome.vulgate.part.16.nehemiah.tess,jerome,vulgate,,8160
330,latin,texts/jerome.vulgate.part.17.tobias.tess,jerome,vulgate,,5557
331,latin,texts/jerome.vulgate.part.18.judith.tess,jerome,vulgate,,7279
332,latin,texts/jerome.vulgate.part.19.esther.tess,jerome,vulgate,,4324
333,latin,texts/jerome.vulgate.part.2.exodus.tess,jerome,vulgate,,22482
334,latin,texts/jerome.vulgate.part.20.job.tess,jerome,vulgate,,14672
335,latin,texts/jerome.vulgate.part.21.psalms.tess,jerome,vulgate,,35309
336,latin,texts/jerome.vulgate.part.21a.old_latin_psalms.tess,jerome,vulgate,,39242
337,latin,texts/jerome.vulgate.part.21b.psalm.tess,jerome,vulgate,,114
338,latin,texts/jerome.vulgate.part.22.proverbs.tess,jerome,vulgate,,11734
339,latin,texts/jerome.vulgate.part.23.ecclesiastes.tess,jerome,vulgate,,4239
340,latin,texts/jerome.vulgate.part.24.song_of_songs.tess,jerome,vulgate,,2246
341,latin,texts/jerome.vulgate.part.25.wisdom.tess,jerome,vulgate,,8051
342,latin,texts/jerome.vulgate.part.26.sirach.tess,jerome,vulgate,,23787
343,latin,texts/jerome.vulgate.part.27.isaiah.tess,jerome,vulgate,,27156
344,latin,texts/jerome.vulgate.part.28.jeremiah.tess,jerome,vulgate,,32229
345,latin,texts/jerome.vulgate.part.29.lamentations.tess,jerome,vulgate,,2694
346,latin,texts/jerome.vulgate.part.3.leviticus.tess,jerome,vulgate,,15491
347,latin,texts/jerome.vulgate.part.30.baruch.tess,jerome,vulgate,,4055
348,latin,texts/jerome.vulgate.part.31.ezekiel.tess,jerome,vulgate,,29345
349,latin,texts/jerome.vulgate.part.32.daniel.tess,jerome,vulgate,,2127
350,latin,texts/jerome.vulgate.part.33.hosea.tess,jerome,vulgate,,3893
351,latin,texts/jerome.vulgate.part.34.joel.tess,jerome,vulgate,,1502
352,latin,texts/jerome.vulgate.part.35.amos.tess,jerome,vulgate,,3088
353,latin,texts/jerome.vulgate.part.36.obadiah.tess,jerome,vulgate,,467
354,latin,texts/jerome.vulgate.part.37.jonah.tess,jerome,vulgate,,1058
355,latin,texts/jerome.vulgate.part.38.micah.tess,jerome,vulgate,,2277
356,latin,texts/jerome.vulgate.part.39.nahum.tess,jerome,vulgate,,943
357,latin,texts/jerome.vulgate.part.4.numbers.tess,jerome,vulgate,,21892
358,latin,texts/jerome.vulgate.part.40.habbakuk.tess,jerome,vulgate,,1120
359,latin,texts/jerome.vulgate.part.41.zephoniah.tess,jerome,vulgate,,1170
360,latin,texts/jerome.vulgate.part.42.haggaiah.tess,jerome,vulgate,,869
361,latin,texts/jerome.vulgate.part.43.zechariah.tess,jerome,vulgate,,4788
362,latin,texts/jerome.vulgate.part.44.malachi.tess,jerome,vulgate,,1330
363,latin,texts/jerome.vulgate.part.45.1_maccabees.tess,jerome,vulgate,,18192
364,latin,texts/jerome.vulgate.part.46.2_maccabees.tess,jerome,vulgate,,11479
365,latin,texts/jerome.vulgate.part.47.matthew.tess,jerome,vulgate,,18577
366,latin,texts/jerome.vulgate.part.48.mark.tess,jerome,vulgate,,11638
367,latin,texts/jerome.vulgate.part.49.luke.tess,jerome,vulgate,,20306
368,latin,texts/jerome.vulgate.part.5.deuteronomy.tess,jerome,vulgate,,20420
369,latin,texts/jerome.vulgate.part.50.john.tess,jerome,vulgate,,15786
370,latin,texts/jerome.vulgate.part.51.acts.tess,jerome,vulgate,,18571
371,latin,texts/jerome.vulgate.part.52.romans.tess,jerome,vulgate,,7375
372,latin,texts/jerome.vulgate.part.53.1_corinthians.tess,jerome,vulgate,,7260
373,latin,texts/jerome.vulgate.part.54.2_corinthians.tess,jerome,vulgate,,4784
374,latin,texts/jerome.vulgate.part.55.galatians.tess,jerome,vulgate,,2408
375,latin,texts/jerome.vulgate.part.56.ephesians.tess,jerome,vulgate,,2446
376,latin,texts/jerome.vulgate.part.57.philippians.tess,jerome,vulgate,,1764
377,latin,texts/jerome.vulgate.part.58.colossians.tess,jerome,vulgate,,1632
378,latin,texts/jerome.vulgate.part.59.1_thessalonians.tess,jerome,vulgate,,1570
379,latin,texts/jerome.vulgate.part.6.joshua.tess,jerome,vulgate,,13472
380,latin,texts/jerome.vulgate.part.60.2_thessalonians.tess,jerome,vulgate,,837
381,latin,texts/jerome.vulgate.part.61.1_timothy.tess,jerome,vulgate,,1801
382,latin,texts/jerome.vulgate.part.62.2_timothy.tess,jerome,vulgate,,1320
383,latin,texts/jerome.vulgate.part.63.titus.tess,jerome,vulgate,,744
384,latin,texts/jerome.vulgate.part.64.philemon.tess,jerome,vulgate,,367
385,latin,texts/jerome.vulgate.part.65.hebrews.tess,jerome,vulgate,,5186
386,latin,texts/jerome.vulgate.part.66.james.tess,jerome,vulgate,,1848
387,latin,texts/jerome.vulgate.part.67.1_peter.tess,jerome,vulgate,,1834
388,latin,texts/jerome.vulgate.part.68.2_peter.tess,jerome,vulgate,,1155
389,latin,texts/jerome.vulgate.part.69.1_john.tess,jerome,vulgate,,2064
390,latin,texts/jerome.vulgate.part.7.judges.tess,jerome,vulgate,,13861
391,latin,texts/jerome.vulgate.part.70.2_john.tess,jerome,vulgate,,244
392,latin,texts/jerome.vulgate.part.71.3_john.tess,jerome,vulgate,,242
393,latin,texts/jerome.vulgate.part.72.jude.tess,jerome,vulgate,,470
394,latin,texts/jerome.vulgate.part.73.apocalypse.tess,jerome,vulgate,,9158
395,latin,texts/jerome.vulgate.part.73a.epistle_of_paul_to_the_laodicians.tess,jerome,vulgate,,389
396,latin,texts/jerome.vulgate.part.74.1_esdras.tess,jerome,vulgate,,8929
397,latin,texts/jerome.vulgate.part.75.2_esdras.tess,jerome,vulgate,,17653
398,latin,texts/jerome.vulgate.part.76.prayer_of_manasseh.tess,jerome,vulgate,,268
399,latin,texts/jerome.vulgate.part.8.ruth.tess,jerome,vulgate,,1954
400,latin,texts/jerome.vulgate.part.9.1_samuel.tess,jerome,vulgate,,19719
401,latin,texts/juvenal.satires.tess,juvenal,satires,,28783
402,latin,texts/juvencus.historia_evangelica.part.1.tess,juvencus,historia_evangelica,1,7015
403,latin,texts/juvencus.historia_evangelica.part.2.tess,juvencus,historia_evangelica,2,7602
404,latin,texts/juvencus.historia_evangelica.part.3.tess,juvencus,historia_evangelica,3,7203
405,latin,texts/juvencus.historia_evangelica.part.4.tess,juvencus,historia_evangelica,4,7580
406,latin,texts/livy.ab_urbe_condita.part.1.books_1-10.tess,livy,ab_urbe_condita,,171077
407,latin,texts/livy.ab_urbe_condita.part.2.books_21-30.tess,livy,ab_urbe_condita,,165412
408,latin,texts/livy.ab_urbe_condita.part.3.books_31-40.tess,livy,ab_urbe_condita,,148445
409,latin,texts/livy.ab_urbe_condita.part.4.books_41-45.tess,livy,ab_urbe_condita,,60723
410,latin,texts/lucan.bellum_civile.part.1.tess,lucan,bellum_civile,1,5070
411,latin,texts/lucan.bellum_civile.part.10.tess,lucan,bellum_civile,10,4052
412,latin,texts/lucan.bellum_civile.part.2.tess,lucan,bellum_civile,2,5379
413,latin,texts/lucan.bellum_civile.part.3.tess,lucan,bellum_civile,3,5525
414,latin,texts/lucan.bellum_civile.part.4.tess,lucan,bellum_civile,4,5977
415,latin,texts/lucan.bellum_civile.part.5.tess,lucan,bellum_civile,5,5997
416,latin,texts/lucan.bellum_civile.part.6.tess,lucan,bellum_civile,6,5993
417,latin,texts/lucan.bellum_civile.part.7.tess,lucan,bellum_civile,7,6461
418,latin,texts/lucan.bellum_civile.part.8.tess,lucan,bellum_civile,8,6490
419,latin,texts/lucan.bellum_civile.part.9.tess,lucan,bellum_civile,9,8182
420,latin,texts/lucretius.de_rerum_natura.part.1.tess,lucretius,de_rerum_natura,1,8383
421,latin,texts/lucretius.de_rerum_natura.part.2.tess,lucretius,de_rerum_natura,2,8842
422,latin,texts/lucretius.de_rerum_natura.part.3.tess,lucretius,de_rerum_natura,3,8506
423,latin,texts/lucretius.de_rerum_natura.part.4.tess,lucretius,de_rerum_natura,4,9928
424,latin,texts/lucretius.de_rerum_natura.part.5.tess,lucretius,de_rerum_natura,5,10978
425,latin,texts/lucretius.de_rerum_natura.part.6.tess,lucretius,de_rerum_natura,6,9821
426,latin,texts/macrobius.fragment.tess,macrobius,fragment,,145
427,latin,texts/macrobius.saturnalia.part.1.tess,macrobius,saturnalia,1,27474
428,latin,texts/macrobius.saturnalia.part.2.tess,macrobius,saturnalia,2,5569
429,latin,texts/macrobius.saturnalia.part.3.tess,macrobius,saturnalia,3,10907
430,latin,texts/macrobius.saturnalia.part.4.tess,macrobius,saturnalia,4,3311
431,latin,texts/macrobius.saturnalia.part.5.tess,macrobius,saturnalia,5,18095
432,latin,texts/macrobius.saturnalia.part.6.tess,macrobius,saturnalia,6,8182
433,latin,texts/macrobius.saturnalia.part.7.tess,macrobius,saturnalia,7,17272
434,latin,texts/manilius.astronomicon.part.1.tess,manilius,astronomicon,1,7727
435,latin,texts/manilius.astronomicon.part.2.tess,manilius,astronomicon,2,8249
436,latin,texts/manilius.astronomicon.part.3.tess,manilius,astronomicon,3,5863
437,latin,texts/manilius.astronomicon.part.4.tess,manilius,astronomicon,4,8046
438,latin,texts/manilius.astronomicon.part.5.tess,manilius,astronomicon,5,6208
439,latin,texts/marcus_mincuius_felix.octavius.tess,marcus_mincuius_felix,octavius,,12142
440,latin,texts/martial.epigrams.part.1.tess,martial,epigrams,1,3676
441,latin,texts/martial.epigrams.part.10.tess,martial,epigrams,10,3954
442,latin,texts/martial.epigrams.part.11.tess,martial,epigrams,11,4277
443,latin,texts/martial.epigrams.part.12.tess,martial,epigrams,12,2803
444,latin,texts/martial.epigrams.part.13.tess,martial,epigrams,13,1979
445,latin,texts/martial.epigrams.part.14.tess,martial,epigrams,14,3175
446,latin,texts/martial.epigrams.part.2.tess,martial,epigrams,2,2826
447,latin,texts/martial.epigrams.part.3.tess,martial,epigrams,3,2994
448,latin,texts/martial.epigrams.part.4.tess,martial,epigrams,4,3058
449,latin,texts/martial.epigrams.part.5.tess,martial,epigrams,5,2668
450,latin,texts/martial.epigrams.part.6.tess,martial,epigrams,6,2919
451,latin,texts/martial.epigrams.part.7.tess,martial,epigrams,7,3823
452,latin,texts/martial.epigrams.part.8.tess,martial,epigrams,8,3668
453,latin,texts/martial.epigrams.part.9.tess,martial,epigrams,9,5178
454,latin,texts/nepos.vitae.tess,nepos,vitae,,30896
455,latin,texts/ovid.amores.part.1.tess,ovid,amores,1,6494
456,latin,texts/ovid.amores.part.2.tess,ovid,amores,2,6881
457,latin,texts/ovid.amores.part.3.tess,ovid,amores,3,7277
458,latin,texts/ovid.ars_amatoria.part.1.tess,ovid,ars_amatoria,1,7244
459,latin,texts/ovid.ars_amatoria.part.2.tess,ovid,ars_amatoria,2,7032
460,latin,texts/ovid.ars_amatoria.part.3.tess,ovid,ars_amatoria,3,7609
461,latin,texts/ovid.ex_ponto.part.1.tess,ovid,ex_ponto,1,6533
462,latin,texts/ovid.ex_ponto.part.2.tess,ovid,ex_ponto,2,6471
463,latin,texts/ovid.ex_ponto.part.3.tess,ovid,ex_ponto,3,6254
464,latin,texts/ovid.ex_ponto.part.4.tess,ovid,ex_ponto,4,7880
465,latin,texts/ovid.fasti.part.1.tess,ovid,fasti,1,6017
466,latin,texts/ovid.fasti.part.2.tess,ovid,fasti,2,7152
467,latin,texts/ovid.fasti.part.3.tess,ovid,fasti,3,7319
468,latin,texts/ovid.fasti.part.4.tess,ovid,fasti,4,7885
469,latin,texts/ovid.fasti.part.5.tess,ovid,fasti,5,6067
470,latin,texts/ovid.fasti.part.6.tess,ovid,fasti,6,6763
471,latin,texts/ovid.heroides.part.1.1-15.tess,ovid,heroides,,20171
472,latin,texts/ovid.heroides.part.2.16-21.tess,ovid,heroides,,13489
473,latin,texts/ovid.ibis.tess,ovid,ibis,,5319
474,latin,texts/ovid.medicamina_faciei_femineae.tess,ovid,medicamina_faciei_femineae,,813
475,latin,texts/ovid.metamorphoses.part.1.tess,ovid,metamorphoses,1,6643
476,latin,texts/ovid.metamorphoses.part.10.tess,ovid,metamorphoses,10,6358
477,latin,texts/ovid.metamorphoses.part.11.tess,ovid,metamorphoses,11,6756
478,latin,texts/ovid.metamorphoses.part.12.tess,ovid,metamorphoses,12,5334
479,latin,texts/ovid.metamorphoses.part.13.tess,ovid,metamorphoses,13,8313
480,latin,texts/ovid.metamorphoses.part.14.tess,ovid,metamorphoses,14,7233
481,latin,texts/ovid.metamorphoses.part.15.tess,ovid,metamorphoses,15,7394
482,latin,texts/ovid.metamorphoses.part.2.tess,ovid,metamorphoses,2,7462
483,latin,texts/ovid.metamorphoses.part.3.tess,ovid,metamorphoses,3,6284
484,latin,texts/ovid.metamorphoses.part.4.tess,ovid,metamorphoses,4,6805
485,latin,texts/ovid.metamorphoses.part.5.tess,ovid,metamorphoses,5,5768
486,latin,texts/ovid.metamorphoses.part.6.tess,ovid,metamorphoses,6,6114
487,latin,texts/ovid.metamorphoses.part.7.tess,ovid,metamorphoses,7,7300
488,latin,texts/ovid.metamorphoses.part.8.tess,ovid,metamorphoses,8,7495
489,latin,texts/ovid.metamorphoses.part.9.tess,ovid,metamorphoses,9,6827
490,latin,texts/ovid.remedia_amoris.tess,ovid,remedia_amoris,,7698
491,latin,texts/ovid.tristia.part.1.tess,ovid,tristia,1,6208
492,latin,texts/ovid.tristia.part.2.tess,ovid,tristia,2,4814
493,latin,texts/ovid.tristia.part.3.tess,ovid,tristia,3,6704
494,latin,texts/ovid.tristia.part.4.tess,ovid,tristia,4,5745
495,latin,texts/ovid.tristia.part.5.tess,ovid,tristia,5,6429
496,latin,texts/paulus_diaconus.carmina.tess,paulus_diaconus,carmina,,13740
497,latin,texts/persius.satires.tess,persius,satires,,5757
498,latin,texts/petronius.satyricon.tess,petronius,satyricon,,30755
499,latin,texts/plautus.amphitruo.tess,plautus,amphitruo,,11700
500,latin,texts/plautus.asinaria.tess,plautus,asinaria,,9493
501,latin,texts/plautus.aulularia.tess,plautus,aulularia,,8238
502,latin,texts/plautus.bacchides.tess,plautus,bacchides,,11967
503,latin,texts/plautus.captivi.tess,plautus,captivi,,10360
504,latin,texts/plautus.casina.tess,plautus,casina,,9104
505,latin,texts/plautus.cistellaria.tess,plautus,cistellaria,,6316
506,latin,texts/plautus.curculio.tess,plautus,curculio,,7163
507,latin,texts/plautus.epidicus.tess,plautus,epidicus,,7454
508,latin,texts/plautus.menaechmi.tess,plautus,menaechmi,,11232
509,latin,texts/plautus.mercator.tess,plautus,mercator,,10031
510,latin,texts/plautus.miles_gloriosus.tess,plautus,miles_gloriosus,,14655
511,latin,texts/plautus.mostellaria.tess,plautus,mostellaria,,11251
512,latin,texts/plautus.persa.tess,plautus,persa,,8909
513,latin,texts/plautus.poenulus.tess,plautus,poenulus,,13597
514,latin,texts/plautus.pseudolus.tess,plautus,pseudolus,,13194
515,latin,texts/plautus.rudens.tess,plautus,rudens,,13894
516,latin,texts/plautus.stichus.tess,plautus,stichus,,7470
517,latin,texts/plautus.trinummus.tess,plautus,trinummus,,11742
518,latin,texts/plautus.truculentus.tess,plautus,truculentus,,9749
519,latin,texts/pliny_the_elder.naturalis_historia.part.1.books_1-5.tess,pliny_the_elder,naturalis_historia,,57517
520,latin,texts/pliny_the_elder.naturalis_historia.part.2.books_6-10.tess,pliny_the_elder,naturalis_historia,,60759
521,latin,texts/pliny_the_elder.naturalis_historia.part.3.books_11-15.tess,pliny_the_elder,naturalis_historia,,44240
522,latin,texts/pliny_the_elder.naturalis_historia.part.4.books_16-20.tess,pliny_the_elder,naturalis_historia,,70557
523,latin,texts/pliny_the_elder.naturalis_historia.part.5.books_21-25.tess,pliny_the_elder,naturalis_historia,,47901
524,latin,texts/pliny_the_elder.naturalis_historia.part.6.books_26-30.tess,pliny_the_elder,naturalis_historia,,48668
525,latin,texts/pliny_the_elder.naturalis_historia.part.7.books_31-37.tess,pliny_the_elder,naturalis_historia,,69313
526,latin,texts/pliny_the_younger.letters.part.1.tess,pliny_the_younger,letters,1,7161
527,latin,texts/pliny_the_younger.letters.part.10.tess,pliny_the_younger,letters,10,11177
528,latin,texts/pliny_the_younger.letters.part.2.tess,pliny_the_younger,letters,2,7219
529,latin,texts/pliny_the_younger.letters.part.3.tess,pliny_the_younger,letters,3,7538
530,latin,texts/pliny_the_younger.letters.part.4.tess,pliny_the_younger,letters,4,7234
531,latin,texts/pliny_the_younger.letters.part.5.tess,pliny_the_younger,letters,5,6819
532,latin,texts/pliny_the_younger.letters.part.6.tess,pliny_the_younger,letters,6,7850
533,latin,texts/pliny_the_younger.letters.part.7.tess,pliny_the_younger,letters,7,7146
534,latin,texts/pliny_the_younger.letters.part.8.tess,pliny_the_younger,letters,8,6910
535,latin,texts/pliny_the_younger.letters.part.9.tess,pliny_the_younger,letters,9,7221
536,latin,texts/polignac.antilucretius.tess,polignac,antilucretius,,102840
537,latin,texts/polignac.epia.tess,polignac,epia,,56527
538,latin,texts/polignac.imitatio.tess,polignac,imitatio,,6052
539,latin,texts/priscian.carmen_in_laudem_Anastasii_imperatoris.part.1.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,1,2847
540,latin,texts/priscian.carmen_in_laudem_Anastasii_imperatoris.part.preface.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,,210
541,latin,texts/priscian.carmen_in_laudem_Anastasii_imperatoris.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,,3057
542,latin,texts/priscian.perihegesis.tess,priscian,perihegesis,,17980
543,latin,texts/propertius.elegies.tess,propertius,elegies,,29774
544,latin,texts/prudentius.apotheosis.tess,prudentius,apotheosis,,9831
545,latin,texts/prudentius.contra_symmachum.part.1.tess,prudentius,contra_symmachum,1,6011
546,latin,texts/prudentius.contra_symmachum.part.2.tess,prudentius,contra_symmachum,2,9937
547,latin,texts/prudentius.dittochaeon.tess,prudentius,dittochaeon,,1642
548,latin,texts/prudentius.epilogus.tess,prudentius,epilogus,,203
549,latin,texts/prudentius.hamartigenia.tess,prudentius,hamartigenia,,8491
550,latin,texts/prudentius.psychomachia.tess,prudentius,psychomachia,,7974
551,latin,texts/pseudo_cicero.in_sallustium.tess,pseudo_cicero,in_sallustium,,1903
552,latin,texts/pseudo_quintilian.major_declamations.tess,pseudo_quintilian,major_declamations,,68375
553,latin,texts/q_cicero.on_running_for_consul.tess,q_cicero,on_running_for_consul,,4524
554,latin,texts/quintilian.institutio_oratoria.part.1.tess,quintilian,institutio_oratoria,1,17992
555,latin,texts/quintilian.institutio_oratoria.part.10.tess,quintilian,institutio_oratoria,10,12595
556,latin,texts/quintilian.institutio_oratoria.part.11.tess,quintilian,institutio_oratoria,11,16088
557,latin,texts/quintilian.institutio_oratoria.part.12.tess,quintilian,institutio_oratoria,12,13697
558,latin,texts/quintilian.institutio_oratoria.part.2.tess,quintilian,institutio_oratoria,2,14773
559,latin,texts/quintilian.institutio_oratoria.part.3.tess,quintilian,institutio_oratoria,3,14706
560,latin,texts/quintilian.institutio_oratoria.part.4.tess,quintilian,institutio_oratoria,4,12569
561,latin,texts/quintilian.institutio_oratoria.part.5.tess,quintilian,institutio_oratoria,5,18111
562,latin,texts/quintilian.institutio_oratoria.part.6.tess,quintilian,institutio_oratoria,6,12479
563,latin,texts/quintilian.institutio_oratoria.part.7.tess,quintilian,institutio_oratoria,7,13580
564,latin,texts/quintilian.institutio_oratoria.part.8.tess,quintilian,institutio_oratoria,8,13762
565,latin,texts/quintilian.institutio_oratoria.part.9.tess,quintilian,institutio_oratoria,9,19841
566,latin,texts/rutilius.de_reditu.tess,rutilius,de_reditu,,6108
567,latin,texts/sallust.catilina.tess,sallust,catilina,,11565
568,latin,texts/sallust.histories.tess,sallust,histories,,4445
569,latin,texts/sallust.jugurtha.tess,sallust,jugurtha,,22784
570,latin,texts/scriptores_historiae_augustae.historia_augusta.part.1.books_1-5.tess,scriptores_historiae_augustae,historia_augusta,,16657
571,latin,texts/scriptores_historiae_augustae.historia_augusta.part.2.books_6-10.tess,scriptores_historiae_augustae,historia_augusta,,14748
572,latin,texts/scriptores_historiae_augustae.historia_augusta.part.3.books_11-15.tess,scriptores_historiae_augustae,historia_augusta,,10943
573,latin,texts/scriptores_historiae_augustae.historia_augusta.part.4.books_16-21.tess,scriptores_historiae_augustae,historia_augusta,,32892
574,latin,texts/seneca.ad_lucilium_epistulae_morales.part.1.1-10.tess,seneca,ad_lucilium_epistulae_morales,,5303
575,latin,texts/seneca.ad_lucilium_epistulae_morales.part.10.91-100.tess,seneca,ad_lucilium_epistulae_morales,,17650
576,latin,texts/seneca.ad_lucilium_epistulae_morales.part.11.101-110.tess,seneca,ad_lucilium_epistulae_morales,,10749
577,latin,texts/seneca.ad_lucilium_epistulae_morales.part.12.111-120.tess,seneca,ad_lucilium_epistulae_morales,,11115
578,latin,texts/seneca.ad_lucilium_epistulae_morales.part.13.121-124.tess,seneca,ad_lucilium_epistulae_morales,,4924
579,latin,texts/seneca.ad_lucilium_epistulae_morales.part.2.11-20.tess,seneca,ad_lucilium_epistulae_morales,,7433
580,latin,texts/seneca.ad_lucilium_epistulae_morales.part.3.21-30.tess,seneca,ad_lucilium_epistulae_morales,,7351
581,latin,texts/seneca.ad_lucilium_epistulae_morales.part.4.31-40.tess,seneca,ad_lucilium_epistulae_morales,,4386
582,latin,texts/seneca.ad_lucilium_epistulae_morales.part.5.41-50.tess,seneca,ad_lucilium_epistulae_morales,,5712
583,latin,texts/seneca.ad_lucilium_epistulae_morales.part.6.51-60.tess,seneca,ad_lucilium_epistulae_morales,,8032
584,latin,texts/seneca.ad_lucilium_epistulae_morales.part.7.61-70.tess,seneca,ad_lucilium_epistulae_morales,,9540
585,latin,texts/seneca.ad_lucilium_epistulae_morales.part.8.71-80.tess,seneca,ad_lucilium_epistulae_morales,,13213
586,latin,texts/seneca.ad_lucilium_epistulae_morales.part.9.81-90.tess,seneca,ad_lucilium_epistulae_morales,,18876
587,latin,texts/seneca.agamemnon.tess,seneca,agamemnon,,7595
588,latin,texts/seneca.apocolocyntosis.tess,seneca,apocolocyntosis,,3033
589,latin,texts/seneca.de_beneficiis.part.1.tess,seneca,de_beneficiis,1,4147
590,latin,texts/seneca.de_beneficiis.part.2.tess,seneca,de_beneficiis,2,6611
591,latin,texts/seneca.de_beneficiis.part.3.tess,seneca,de_beneficiis,3,6984
592,latin,texts/seneca.de_beneficiis.part.4.tess,seneca,de_beneficiis,4,8022
593,latin,texts/seneca.de_beneficiis.part.5.tess,seneca,de_beneficiis,5,6781
594,latin,texts/seneca.de_beneficiis.part.6.tess,seneca,de_beneficiis,6,8262
595,latin,texts/seneca.de_beneficiis.part.7.tess,seneca,de_beneficiis,7,6615
596,latin,texts/seneca.de_brevitate_vitae.tess,seneca,de_brevitate_vitae,,6495
597,latin,texts/seneca.de_clementia.tess,seneca,de_clementia,,8654
598,latin,texts/seneca.de_consolatione_ad_helviam.tess,seneca,de_consolatione_ad_helviam,,7128
599,latin,texts/seneca.de_consolatione_ad_marciam.tess,seneca,de_consolatione_ad_marciam,,8575
600,latin,texts/seneca.de_consolatione_ad_polybium.tess,seneca,de_consolatione_ad_polybium,,5964
601,latin,texts/seneca.de_constantia.tess,seneca,de_constantia,,5451
602,latin,texts/seneca.de_ira.tess,seneca,de_ira,,23355
603,latin,texts/seneca.de_otio.tess,seneca,de_otio,,2069
604,latin,texts/seneca.de_providentia.tess,seneca,de_providentia,,4228
605,latin,texts/seneca.de_tranquillitate_animi.tess,seneca,de_tranquillitate_animi,,7833
606,latin,texts/seneca.de_vita_beata.tess,seneca,de_vita_beata,,7666
607,latin,texts/seneca.hercules_furens.tess,seneca,hercules_furens,,11711
608,latin,texts/seneca.hercules_oetaeus.tess,seneca,hercules_oetaeus,,17301
609,latin,texts/seneca.medea.tess,seneca,medea,,7716
610,latin,texts/seneca.octavia.tess,seneca,octavia,,7184
611,latin,texts/seneca.oedipus.tess,seneca,oedipus,,7976
612,latin,texts/seneca.phaedra.tess,seneca,phaedra,,9732
613,latin,texts/seneca.phoenissae.tess,seneca,phoenissae,,5421
614,latin,texts/seneca.thyestes.tess,seneca,thyestes,,8503
615,latin,texts/seneca.troades.tess,seneca,troades,,9146
616,latin,texts/seneca_the_elder.controversiae.part.1.tess,seneca_the_elder,controversiae,1,16014
617,latin,texts/seneca_the_elder.controversiae.part.10.tess,seneca_the_elder,controversiae,10,10828
618,latin,texts/seneca_the_elder.controversiae.part.2.tess,seneca_the_elder,controversiae,2,14135
619,latin,texts/seneca_the_elder.controversiae.part.7.tess,seneca_the_elder,controversiae,7,14374
620,latin,texts/seneca_the_elder.controversiae.part.8.tess,seneca_the_elder,controversiae,8,11437
621,latin,texts/seneca_the_elder.excerpta_controversiae.tess,seneca_the_elder,excerpta_controversiae,,21421
622,latin,texts/seneca_the_elder.fragmenta.tess,seneca_the_elder,fragmenta,,156
623,latin,texts/seneca_the_elder.suasoriae.tess,seneca_the_elder,suasoriae,,10380
624,latin,texts/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.1.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,1,20701
625,latin,texts/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.2.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,2,13383
626,latin,texts/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.3.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,3,11940
627,latin,texts/servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.4.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,4,9627
